match_date,host_country,host_city,stadium_name,match_type,match_period,first_batting_team,second_batting_team,first_batting_team_score,second_batting_team_score,winning_team,margin,margin_type,winning_condition,season,season_winner,note
10-05-2014,India,Delhi,"Arun Jaitley Stadium, Delhi",32nd match,Day/Night,Sunrisers Hyderabad,Delhi Capitals,143/7,44/2,Sunrisers Hyderabad,8,wickets,4 balls remaining D/L method,2014,Kolkata Knight Riders,
09-05-2014,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",31st match,Night,Punjab Kings,Royal Challengers Bengaluru,198/8,166/9,Punjab Kings,32,runs,,2014,Kolkata Knight Riders,
08-05-2014,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",30th match,Night,Sunrisers Hyderabad,Rajasthan Royals,134/9,102/10,Sunrisers Hyderabad,32,runs,,2014,Kolkata Knight Riders,
07-05-2014,India,Delhi,"Arun Jaitley Stadium, Delhi",28th match,Day/Night,Kolkata Knight Riders,Delhi Capitals,160/5,161/2,Kolkata Knight Riders,8,wickets,10 balls remaining,2014,Kolkata Knight Riders,
07-05-2014,India,Cuttack,"Barabati Stadium, Cuttack",29th match,Night,Chennai Super Kings,Punjab Kings,231/4,187/6,Punjab Kings,44,runs,,2014,Kolkata Knight Riders,
06-05-2014,India,Mumbai,"Wankhede Stadium, Mumbai",27th match,Night,Royal Challengers Bengaluru,Mumbai Indians,187/5,168/8,Mumbai Indians,19,runs,,2014,Kolkata Knight Riders,
05-05-2014,India,Delhi,"Arun Jaitley Stadium, Delhi",26th match,Night,Chennai Super Kings,Delhi Capitals,178/5,181/2,Chennai Super Kings,8,wickets,2 balls remaining,2014,Kolkata Knight Riders,
05-05-2014,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25th match,Day/Night,Kolkata Knight Riders,Rajasthan Royals,170/6,160/6,Rajasthan Royals,10,runs,,2014,Kolkata Knight Riders,
04-05-2014,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",24th match,Night,Sunrisers Hyderabad,Royal Challengers Bengaluru,155/6,158/6,Royal Challengers Bengaluru,4,wickets,1 balls remaining,2014,Kolkata Knight Riders,
03-05-2014,India,Delhi,"Arun Jaitley Stadium, Delhi",23rd match,Night,Rajasthan Royals,Delhi Capitals,152/5,156/3,Rajasthan Royals,7,wickets,9 balls remaining,2014,Kolkata Knight Riders,
03-05-2014,India,Mumbai,"Wankhede Stadium, Mumbai",22nd match,Day/Night,Punjab Kings,Mumbai Indians,168/5,170/5,Mumbai Indians,5,wickets,5 balls remaining,2014,Kolkata Knight Riders,
02-05-2014,India,Ranchi,"JSCA International Stadium Complex, Ranchi",21st match,Night,Kolkata Knight Riders,Chennai Super Kings,148/3,114/9,Chennai Super Kings,34,runs,,2014,Kolkata Knight Riders,
30-04-2014,United Arab Emirates,Dubai,Dubai International Cricket Stadium,20th match,Night,Sunrisers Hyderabad,Mumbai Indians,172/5,157/7,Sunrisers Hyderabad,15,runs,,2014,Kolkata Knight Riders,
29-04-2014,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",19th match,Night,Rajasthan Royals,Kolkata Knight Riders,152/5,152/8,Tied,0,,,2014,Kolkata Knight Riders,
28-04-2014,United Arab Emirates,Dubai,Dubai International Cricket Stadium,18th match,Night,Royal Challengers Bengaluru,Punjab Kings,124/8,127/5,Punjab Kings,5,wickets,7 balls remaining,2014,Kolkata Knight Riders,
27-04-2014,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,17th match,Night,Chennai Super Kings,Sunrisers Hyderabad,145/5,146/5,Chennai Super Kings,5,wickets,3 balls remaining,2014,Kolkata Knight Riders,
27-04-2014,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,16th match,Day,Mumbai Indians,Delhi Capitals,125/6,126/4,Delhi Capitals,6,wickets,7 balls remaining,2014,Kolkata Knight Riders,
26-04-2014,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",14th match,Day,Royal Challengers Bengaluru,Rajasthan Royals,70/10,71/4,Rajasthan Royals,6,wickets,42 balls remaining,2014,Kolkata Knight Riders,
26-04-2014,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",15th match,Night,Punjab Kings,Kolkata Knight Riders,132/9,109/10,Punjab Kings,23,runs,,2014,Kolkata Knight Riders,
25-04-2014,United Arab Emirates,Dubai,Dubai International Cricket Stadium,13th match,Night,Mumbai Indians,Chennai Super Kings,141/7,142/3,Chennai Super Kings,7,wickets,6 balls remaining,2014,Kolkata Knight Riders,
25-04-2014,United Arab Emirates,Dubai,Dubai International Cricket Stadium,12th match,Day,Delhi Capitals,Sunrisers Hyderabad,184/1,180/4,Sunrisers Hyderabad,4,runs,,2014,Kolkata Knight Riders,
24-04-2014,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,11th match,Night,Kolkata Knight Riders,Royal Challengers Bengaluru,150/7,148/5,Kolkata Knight Riders,2,runs,,2014,Kolkata Knight Riders,
23-04-2014,United Arab Emirates,Dubai,Dubai International Cricket Stadium,10th match,Night,Chennai Super Kings,Rajasthan Royals,140/6,133/10,Chennai Super Kings,7,runs,,2014,Kolkata Knight Riders,
22-04-2014,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,9th match,Night,Sunrisers Hyderabad,Punjab Kings,193/6,121/10,Punjab Kings,72,runs,,2014,Kolkata Knight Riders,
21-04-2014,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",8th match,Night,Delhi Capitals,Chennai Super Kings,177/7,84/9,Chennai Super Kings,93,runs,,2014,Kolkata Knight Riders,
20-04-2014,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,7th match,Night,Punjab Kings,Rajasthan Royals,191/5,193/3,Punjab Kings,7,wickets,8 balls remaining,2014,Kolkata Knight Riders,
19-04-2014,United Arab Emirates,Dubai,Dubai International Cricket Stadium,6th match,Night,Delhi Capitals,Kolkata Knight Riders,166/5,167/6,Delhi Capitals,4,wickets,3 balls remaining,2014,Kolkata Knight Riders,
19-04-2014,United Arab Emirates,Dubai,Dubai International Cricket Stadium,5th match,Day,Mumbai Indians,Royal Challengers Bengaluru,115/9,116/3,Royal Challengers Bengaluru,7,wickets,15 balls remaining,2014,Kolkata Knight Riders,
18-04-2014,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",4th match,Night,Rajasthan Royals,Sunrisers Hyderabad,133/6,135/6,Rajasthan Royals,4,wickets,3 balls remaining,2014,Kolkata Knight Riders,
18-04-2014,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",3rd match,Day,Punjab Kings,Chennai Super Kings,205/4,206/4,Punjab Kings,6,wickets,7 balls remaining,2014,Kolkata Knight Riders,
17-04-2014,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,2nd match,Night,Royal Challengers Bengaluru,Delhi Capitals,145/4,146/2,Royal Challengers Bengaluru,8,wickets,20 balls remaining,2014,Kolkata Knight Riders,
16-04-2014,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",1st match,Night,Kolkata Knight Riders,Mumbai Indians,163/5,122/7,Kolkata Knight Riders,41,runs,,2014,Kolkata Knight Riders,
26-05-2013,India,Kolkata,"Eden Gardens, Kolkata",Final,Night,Mumbai Indians,Chennai Super Kings,148/9,125/9,Mumbai Indians,23,runs,,2013,Mumbai Indians,
24-05-2013,India,Kolkata,"Eden Gardens, Kolkata",Qualifier 2,Night,Rajasthan Royals,Mumbai Indians,165/6,169/6,Mumbai Indians,4,wickets,1 balls remaining,2013,Mumbai Indians,
22-05-2013,India,Delhi,"Arun Jaitley Stadium, Delhi",Eliminator,Night,Sunrisers Hyderabad,Rajasthan Royals,132/7,135/6,Rajasthan Royals,4,wickets,4 balls remaining,2013,Mumbai Indians,
21-05-2013,India,Delhi,"Arun Jaitley Stadium, Delhi",Qualifier 1,Night,Mumbai Indians,Chennai Super Kings,192/1,144/10,Chennai Super Kings,48,runs,,2013,Mumbai Indians,
19-05-2013,India,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",72nd match,Night,Kolkata Knight Riders,Sunrisers Hyderabad,130/7,132/5,Sunrisers Hyderabad,5,wickets,7 balls remaining,2013,Mumbai Indians,
19-05-2013,India,Pune,"Maharashtra Cricket Association Stadium, Pune",71st match,Day/Night,Delhi Capitals,Pune Warriors,172/5,134/9,Pune Warriors,38,runs,,2013,Mumbai Indians,
18-05-2013,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",70th match,Night,Chennai Super Kings,Royal Challengers Bengaluru,106/2,82/6,Royal Challengers Bengaluru,24,runs,,2013,Mumbai Indians,
18-05-2013,India,Dharamsala,"Himachal Pradesh Cricket Association Stadium, Dharamsala",69th match,Day/Night,Mumbai Indians,Punjab Kings,183/8,133/9,Punjab Kings,50,runs,,2013,Mumbai Indians,
17-05-2013,India,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",68th match,Night,Rajasthan Royals,Sunrisers Hyderabad,136/9,113/9,Sunrisers Hyderabad,23,runs,,2013,Mumbai Indians,
16-05-2013,India,Dharamsala,"Himachal Pradesh Cricket Association Stadium, Dharamsala",67th match,Night,Delhi Capitals,Punjab Kings,171/4,164/7,Punjab Kings,7,runs,,2013,Mumbai Indians,
15-05-2013,India,Ranchi,"JSCA International Stadium Complex, Ranchi",65th match,Day/Night,Pune Warriors,Kolkata Knight Riders,170/4,163/7,Pune Warriors,7,runs,,2013,Mumbai Indians,
15-05-2013,India,Mumbai,"Wankhede Stadium, Mumbai",66th match,Night,Rajasthan Royals,Mumbai Indians,166/8,152/7,Mumbai Indians,14,runs,,2013,Mumbai Indians,
14-05-2013,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",63rd match,Day/Night,Punjab Kings,Royal Challengers Bengaluru,174/5,176/3,Punjab Kings,7,wickets,11 balls remaining,2013,Mumbai Indians,
14-05-2013,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",64th match,Night,Delhi Capitals,Chennai Super Kings,168/4,135/9,Chennai Super Kings,33,runs,,2013,Mumbai Indians,
13-05-2013,India,Mumbai,"Wankhede Stadium, Mumbai",62nd match,Night,Sunrisers Hyderabad,Mumbai Indians,178/3,184/3,Mumbai Indians,7,wickets,3 balls remaining,2013,Mumbai Indians,
12-05-2013,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",61st match,Night,Chennai Super Kings,Rajasthan Royals,141/4,144/5,Rajasthan Royals,5,wickets,17 balls remaining,2013,Mumbai Indians,
12-05-2013,India,Ranchi,"JSCA International Stadium Complex, Ranchi",60th match,Day/Night,Royal Challengers Bengaluru,Kolkata Knight Riders,115/9,116/5,Kolkata Knight Riders,5,wickets,4 balls remaining,2013,Mumbai Indians,
11-05-2013,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,59th match,Night,Sunrisers Hyderabad,Punjab Kings,150/7,120/9,Sunrisers Hyderabad,30,runs,,2013,Mumbai Indians,
11-05-2013,India,Pune,"Maharashtra Cricket Association Stadium, Pune",58th match,Day/Night,Mumbai Indians,Pune Warriors,112/8,116/5,Mumbai Indians,5,wickets,7 balls remaining,2013,Mumbai Indians,
10-05-2013,India,Delhi,"Arun Jaitley Stadium, Delhi",57th match,Night,Royal Challengers Bengaluru,Delhi Capitals,183/4,179/7,Royal Challengers Bengaluru,4,runs,,2013,Mumbai Indians,
09-05-2013,India,Pune,"Maharashtra Cricket Association Stadium, Pune",56th match,Night,Kolkata Knight Riders,Pune Warriors,152/6,106/10,Kolkata Knight Riders,46,runs,,2013,Mumbai Indians,
09-05-2013,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,55th match,Day/Night,Rajasthan Royals,Punjab Kings,145/6,147/2,Rajasthan Royals,8,wickets,6 balls remaining,2013,Mumbai Indians,
08-05-2013,India,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",54th match,Night,Chennai Super Kings,Sunrisers Hyderabad,223/3,146/8,Chennai Super Kings,77,runs,,2013,Mumbai Indians,
07-05-2013,India,Mumbai,"Wankhede Stadium, Mumbai",53rd match,Night,Kolkata Knight Riders,Mumbai Indians,170/6,105/10,Mumbai Indians,65,runs,,2013,Mumbai Indians,
07-05-2013,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",52nd match,Day/Night,Delhi Capitals,Rajasthan Royals,154/4,155/1,Rajasthan Royals,9,wickets,13 balls remaining,2013,Mumbai Indians,
06-05-2013,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,51st match,Night,Royal Challengers Bengaluru,Punjab Kings,190/3,194/4,Punjab Kings,6,wickets,12 balls remaining,2013,Mumbai Indians,
05-05-2013,India,Mumbai,"Wankhede Stadium, Mumbai",49th match,Day/Night,Chennai Super Kings,Mumbai Indians,139/5,79/10,Mumbai Indians,60,runs,,2013,Mumbai Indians,
05-05-2013,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",50th match,Night,Pune Warriors,Rajasthan Royals,178/4,182/5,Rajasthan Royals,5,wickets,1 balls remaining,2013,Mumbai Indians,
04-05-2013,India,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",48th match,Night,Delhi Capitals,Sunrisers Hyderabad,80/10,81/4,Sunrisers Hyderabad,6,wickets,37 balls remaining,2013,Mumbai Indians,
03-05-2013,India,Kolkata,"Eden Gardens, Kolkata",47th match,Night,Rajasthan Royals,Kolkata Knight Riders,132/6,133/2,Kolkata Knight Riders,8,wickets,16 balls remaining,2013,Mumbai Indians,
02-05-2013,India,Pune,"Maharashtra Cricket Association Stadium, Pune",46th match,Night,Royal Challengers Bengaluru,Pune Warriors,187/3,170/9,Royal Challengers Bengaluru,17,runs,,2013,Mumbai Indians,
02-05-2013,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",45th match,Day/Night,Punjab Kings,Chennai Super Kings,186/4,171/6,Chennai Super Kings,15,runs,,2013,Mumbai Indians,
01-05-2013,India,Raipur,"Shaheed Veer Narayan Singh International Stadium, Raipur",44th match,Night,Kolkata Knight Riders,Delhi Capitals,136/7,137/3,Delhi Capitals,7,wickets,13 balls remaining,2013,Mumbai Indians,
01-05-2013,India,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",43rd match,Day/Night,Mumbai Indians,Sunrisers Hyderabad,129/4,130/3,Sunrisers Hyderabad,7,wickets,12 balls remaining,2013,Mumbai Indians,
30-04-2013,India,Pune,"Maharashtra Cricket Association Stadium, Pune",42nd match,Night,Chennai Super Kings,Pune Warriors,164/3,127/9,Chennai Super Kings,37,runs,,2013,Mumbai Indians,
29-04-2013,India,Mumbai,"Wankhede Stadium, Mumbai",41st match,Night,Punjab Kings,Mumbai Indians,174/3,170/10,Mumbai Indians,4,runs,,2013,Mumbai Indians,
29-04-2013,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",40th match,Day/Night,Royal Challengers Bengaluru,Rajasthan Royals,171/6,173/6,Rajasthan Royals,4,wickets,1 balls remaining,2013,Mumbai Indians,
28-04-2013,India,Raipur,"Shaheed Veer Narayan Singh International Stadium, Raipur",39th match,Night,Pune Warriors,Delhi Capitals,164/5,149/4,Delhi Capitals,15,runs,,2013,Mumbai Indians,
28-04-2013,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",38th match,Day/Night,Kolkata Knight Riders,Chennai Super Kings,200/3,186/4,Chennai Super Kings,14,runs,,2013,Mumbai Indians,
27-04-2013,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",36th match,Day/Night,Sunrisers Hyderabad,Rajasthan Royals,144/9,146/2,Rajasthan Royals,8,wickets,13 balls remaining,2013,Mumbai Indians,
27-04-2013,India,Mumbai,"Wankhede Stadium, Mumbai",37th match,Night,Royal Challengers Bengaluru,Mumbai Indians,194/7,136/7,Mumbai Indians,58,runs,,2013,Mumbai Indians,
26-04-2013,India,Kolkata,"Eden Gardens, Kolkata",35th match,Night,Punjab Kings,Kolkata Knight Riders,149/6,150/4,Kolkata Knight Riders,6,wickets,10 balls remaining,2013,Mumbai Indians,
25-04-2013,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",34th match,Night,Sunrisers Hyderabad,Chennai Super Kings,159/6,160/5,Chennai Super Kings,5,wickets,2 balls remaining,2013,Mumbai Indians,
24-04-2013,India,Kolkata,"Eden Gardens, Kolkata",33rd match,Night,Mumbai Indians,Kolkata Knight Riders,159/6,162/5,Mumbai Indians,5,wickets,1 balls remaining,2013,Mumbai Indians,
23-04-2013,India,Delhi,"Arun Jaitley Stadium, Delhi",32nd match,Night,Punjab Kings,Delhi Capitals,120/7,121/5,Punjab Kings,5,wickets,18 balls remaining,2013,Mumbai Indians,
23-04-2013,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",31st match,Day/Night,Pune Warriors,Royal Challengers Bengaluru,263/5,133/9,Royal Challengers Bengaluru,130,runs,,2013,Mumbai Indians,
22-04-2013,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",30th match,Night,Rajasthan Royals,Chennai Super Kings,185/4,186/5,Chennai Super Kings,5,wickets,1 balls remaining,2013,Mumbai Indians,
21-04-2013,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,29th match,Night,Pune Warriors,Punjab Kings,185/4,186/3,Punjab Kings,7,wickets,1 balls remaining,2013,Mumbai Indians,
21-04-2013,India,Delhi,"Arun Jaitley Stadium, Delhi",28th match,Day/Night,Mumbai Indians,Delhi Capitals,161/4,165/1,Delhi Capitals,9,wickets,18 balls remaining,2013,Mumbai Indians,
20-04-2013,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",27th match,Night,Rajasthan Royals,Royal Challengers Bengaluru,117/10,123/3,Royal Challengers Bengaluru,7,wickets,13 balls remaining,2013,Mumbai Indians,
20-04-2013,India,Kolkata,"Eden Gardens, Kolkata",26th match,Day/Night,Chennai Super Kings,Kolkata Knight Riders,119/9,124/6,Chennai Super Kings,4,wickets,5 balls remaining,2013,Mumbai Indians,
19-04-2013,India,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",25th match,Night,Punjab Kings,Sunrisers Hyderabad,123/9,127/5,Sunrisers Hyderabad,5,wickets,7 balls remaining,2013,Mumbai Indians,
18-04-2013,India,Delhi,"Arun Jaitley Stadium, Delhi",24th match,Night,Chennai Super Kings,Delhi Capitals,169/4,83/10,Chennai Super Kings,86,runs,,2013,Mumbai Indians,
17-04-2013,India,Pune,"Maharashtra Cricket Association Stadium, Pune",22nd match,Day/Night,Sunrisers Hyderabad,Pune Warriors,119/8,108/10,Sunrisers Hyderabad,11,runs,,2013,Mumbai Indians,
17-04-2013,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",23rd match,Night,Mumbai Indians,Rajasthan Royals,179/3,92/10,Rajasthan Royals,87,runs,,2013,Mumbai Indians,
16-04-2013,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",21st match,Night,Delhi Capitals,Royal Challengers Bengaluru,152/5,152/7,Tied,0,,,2013,Mumbai Indians,
16-04-2013,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,20th match,Day/Night,Kolkata Knight Riders,Punjab Kings,157/9,153/9,Punjab Kings,4,runs,,2013,Mumbai Indians,
15-04-2013,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",19th match,Night,Pune Warriors,Chennai Super Kings,159/5,135/8,Pune Warriors,24,runs,,2013,Mumbai Indians,
14-04-2013,India,Kolkata,"Eden Gardens, Kolkata",17th match,Day/Night,Sunrisers Hyderabad,Kolkata Knight Riders,180/4,132/7,Kolkata Knight Riders,48,runs,,2013,Mumbai Indians,
14-04-2013,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",18th match,Night,Punjab Kings,Rajasthan Royals,124/10,126/4,Rajasthan Royals,6,wickets,4 balls remaining,2013,Mumbai Indians,
13-04-2013,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",16th match,Night,Royal Challengers Bengaluru,Chennai Super Kings,165/6,166/6,Chennai Super Kings,4,wickets,1 balls remaining,2013,Mumbai Indians,
13-04-2013,India,Mumbai,"Wankhede Stadium, Mumbai",15th match,Day/Night,Pune Warriors,Mumbai Indians,183/3,142/8,Mumbai Indians,41,runs,,2013,Mumbai Indians,
12-04-2013,India,Delhi,"Arun Jaitley Stadium, Delhi",14th match,Night,Sunrisers Hyderabad,Delhi Capitals,114/8,115/7,Sunrisers Hyderabad,3,wickets,4 balls remaining,2013,Mumbai Indians,
11-04-2013,India,Pune,"Maharashtra Cricket Association Stadium, Pune",13th match,Night,Rajasthan Royals,Pune Warriors,145/5,148/3,Pune Warriors,7,wickets,8 balls remaining,2013,Mumbai Indians,
11-04-2013,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",12th match,Day/Night,Kolkata Knight Riders,Royal Challengers Bengaluru,154/8,158/2,Royal Challengers Bengaluru,8,wickets,15 balls remaining,2013,Mumbai Indians,
10-04-2013,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,11th match,Night,Chennai Super Kings,Punjab Kings,138/10,139/0,Chennai Super Kings,10,wickets,16 balls remaining,2013,Mumbai Indians,
09-04-2013,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",9th match,Day/Night,Sunrisers Hyderabad,Royal Challengers Bengaluru,161/6,162/3,Royal Challengers Bengaluru,7,wickets,14 balls remaining,2013,Mumbai Indians,
09-04-2013,India,Mumbai,"Wankhede Stadium, Mumbai",10th match,Night,Delhi Capitals,Mumbai Indians,209/5,165/9,Mumbai Indians,44,runs,,2013,Mumbai Indians,
08-04-2013,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",8th match,Night,Kolkata Knight Riders,Rajasthan Royals,144/6,125/10,Rajasthan Royals,19,runs,,2013,Mumbai Indians,
07-04-2013,India,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7th match,Night,Royal Challengers Bengaluru,Sunrisers Hyderabad,130/8,130/7,Tied,0,,,2013,Mumbai Indians,
07-04-2013,India,Pune,"Maharashtra Cricket Association Stadium, Pune",6th match,Day/Night,Punjab Kings,Pune Warriors,99/9,100/2,Punjab Kings,8,wickets,46 balls remaining,2013,Mumbai Indians,
06-04-2013,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",5th match,Night,Mumbai Indians,Chennai Super Kings,148/6,139/9,Mumbai Indians,9,runs,,2013,Mumbai Indians,
06-04-2013,India,Delhi,"Arun Jaitley Stadium, Delhi",4th match,Day/Night,Rajasthan Royals,Delhi Capitals,165/7,160/6,Rajasthan Royals,5,runs,,2013,Mumbai Indians,
05-04-2013,India,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3rd match,Night,Pune Warriors,Sunrisers Hyderabad,126/6,104/10,Sunrisers Hyderabad,22,runs,,2013,Mumbai Indians,
04-04-2013,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",2nd match,Night,Mumbai Indians,Royal Challengers Bengaluru,156/5,154/5,Royal Challengers Bengaluru,2,runs,,2013,Mumbai Indians,
03-04-2013,India,Kolkata,"Eden Gardens, Kolkata",1st match,Night,Delhi Capitals,Kolkata Knight Riders,128/10,129/4,Kolkata Knight Riders,6,wickets,8 balls remaining,2013,Mumbai Indians,
